id,controller,type,description,related_hazards,context
UCA-ParkPiIotController-SetAccelerationPositive-providing-2,ParkPiIot Controller,provided,The ParkPiIot Controller provides positive acceleration while passengers are not safely seated or while the vehicle is outside the defined driving area.,,"{'process_model_variables': [{'name': 'Context', 'state': 'Acceleration is commanded despite safety checks indicating passengers are not seated or the vehicle is outside allowed boundaries, risking injury or unsafe operation.'}]}"
UCA-ParkPiIotController-SetAccelerationPositive-timing-2,ParkPiIot Controller,too_early_too_late,"The ParkPiIot Controller sets positive acceleration too late after the driver has requested parking, causing delays that lead to extended parking time or driver confusion.",,"{'process_model_variables': [{'name': 'Context', 'state': 'Acceleration is delayed due to slow processing or communication lag, causing the parking maneuver to take longer than allowed or incorrect system state displayed to the driver.'}]}"
UCA-ParkPiIotController-SetAccelerationPositive-duration-2,ParkPiIot Controller,stopped_too_soon_applied_too_long,"The ParkPiIot Controller stops positive acceleration too soon, causing the vehicle to stop short of the parking space or fail to complete the maneuver.",,"{'process_model_variables': [{'name': 'Context', 'state': 'Acceleration is cut off prematurely due to sensor misinterpretation or controller error, resulting in incomplete parking or wrong space occupancy.'}]}"
UCA-ParkPiIotController-SetGearForward-not_providing-1,ParkPiIot Controller,not_provided,"The ParkPiIot Controller does not set the gear to Forward when the vehicle is supposed to move forward into the parking space, causing the vehicle to remain stationary and fail to complete the parking maneuver.",,"{'process_model_variables': [{'name': 'Context', 'state': 'During the parking maneuver, the system fails to command the gearbox to set gear Forward when forward movement is required to position the vehicle properly within the parking space.'}]}"
UCA-ParkPiIotController-SetGearForward-not_providing-2,ParkPiIot Controller,not_provided,"The ParkPiIot Controller does not set gear Forward when the vehicle needs to leave a parking space or move forward safely, potentially causing the vehicle to block traffic or emergency services.",,"{'process_model_variables': [{'name': 'Context', 'state': 'When the vehicle needs to exit a parking space or reposition forward, the controller fails to provide the gear Forward command, causing the vehicle to remain immobile and obstruct traffic or emergency operations.'}]}"
UCA-ParkPiIotController-SetGearForward-providing-1,ParkPiIot Controller,provided,"The ParkPiIot Controller sets gear Forward when the vehicle is not supposed to move forward, causing it to violate minimum distance to objects or park in the wrong space.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The controller commands gear Forward while the vehicle is too close to obstacles or when the parking space has not been correctly identified, leading to collisions or improper parking.'}]}"
UCA-ParkPiIotController-SetGearForward-providing-2,ParkPiIot Controller,provided,"The ParkPiIot Controller sets gear Forward while the system is activated outside the Operational Design Domain (ODD), causing unsafe vehicle movement.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The controller issues a Forward gear command when the system is not allowed to operate (e.g., in unsuitable environments or conditions), potentially causing involuntary activation or unsafe driving.'}]}"
UCA-ParkPiIotController-SetGearForward-timing-1,ParkPiIot Controller,too_early_too_late,"The ParkPiIot Controller sets gear Forward too early before the vehicle has properly identified the parking space, leading to collisions or parking in the wrong space.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The gear Forward command is issued before the parking space detection process is complete or validated, causing the vehicle to move forward prematurely into unsafe or incorrect areas.'}]}"
UCA-ParkPiIotController-SetGearForward-timing-2,ParkPiIot Controller,too_early_too_late,"The ParkPiIot Controller sets gear Forward too late after the vehicle should have started moving forward, causing delays that result in excessive parking time or failure to complete the maneuver.",,"{'process_model_variables': [{'name': 'Context', 'state': 'Delays in issuing the Forward gear command cause the parking maneuver to take longer than allowed, potentially leading to system unavailability or user dissatisfaction.'}]}"
UCA-ParkPiIotController-SetGearForward-duration-1,ParkPiIot Controller,stopped_too_soon_applied_too_long,"The ParkPiIot Controller keeps gear Forward engaged too long, causing the vehicle to overshoot the parking space or collide with obstacles.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The gear Forward command remains active beyond the intended movement, causing the vehicle to move forward excessively and violate safe distances or parking boundaries.'}]}"
UCA-ParkPiIotController-SetGearForward-duration-2,ParkPiIot Controller,stopped_too_soon_applied_too_long,"The ParkPiIot Controller stops providing gear Forward too soon, causing the vehicle to stop prematurely and fail to park properly within the desired parking space.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The gear Forward command is disengaged before the vehicle reaches the correct position in the parking space, resulting in incomplete parking or the need for additional maneuvers.'}]}"
UCA-ParkPiIotController-SetGearNeutral-not_providing-1,ParkPiIot Controller,not_provided,"The ParkPiIot Controller does not set the gear to Neutral when the vehicle is supposed to stop and park, causing the vehicle to remain in gear and potentially move unintentionally.",,"{'process_model_variables': [{'name': 'Context', 'state': 'During the final parking maneuver, the controller fails to command gear Neutral, resulting in the vehicle not being properly immobilized inside the parking space.'}]}"
UCA-ParkPiIotController-SetGearNeutral-not_providing-2,ParkPiIot Controller,not_provided,"The ParkPiIot Controller does not set gear Neutral after an emergency stop command, causing the vehicle to remain in gear and potentially move unexpectedly.",,"{'process_model_variables': [{'name': 'Context', 'state': 'After an emergency stop is triggered, the controller fails to set gear Neutral, increasing risk of unintended vehicle movement and collision.'}]}"
UCA-ParkPiIotController-SetGearNeutral-providing-1,ParkPiIot Controller,provided,"The ParkPiIot Controller sets gear Neutral while the vehicle is supposed to be moving forward or reversing during parking, causing loss of vehicle control and unexpected stops.",,"{'process_model_variables': [{'name': 'Context', 'state': 'During active parking maneuvers, the controller erroneously commands gear Neutral, causing the vehicle to lose propulsion and potentially collide with obstacles or park incorrectly.'}]}"
UCA-ParkPiIotController-SetGearNeutral-providing-2,ParkPiIot Controller,provided,"The ParkPiIot Controller sets gear Neutral while the system is not activated or outside the operational design domain (ODD), leading to vehicle behavior inconsistent with driver expectations.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The controller commands gear Neutral without user request or outside allowed conditions, causing confusion or unintended vehicle states.'}]}"
UCA-ParkPiIotController-SetGearNeutral-timing-1,ParkPiIot Controller,too_early_too_late,"The ParkPiIot Controller sets gear Neutral too early during the parking maneuver, before the vehicle has fully stopped, causing abrupt loss of drive and potential collision.",,"{'process_model_variables': [{'name': 'Context', 'state': 'Gear Neutral is commanded before the vehicle reaches a safe stopping position, leading to sudden deceleration and possible impact with obstacles.'}]}"
UCA-ParkPiIotController-SetGearNeutral-timing-2,ParkPiIot Controller,too_early_too_late,"The ParkPiIot Controller sets gear Neutral too late after the vehicle has stopped, causing unnecessary engine load or unintended vehicle creep.",,"{'process_model_variables': [{'name': 'Context', 'state': 'Delay in setting gear Neutral after stopping causes the vehicle to remain in gear longer than needed, risking unintended movement or improper parking.'}]}"
UCA-ParkPiIotController-SetGearNeutral-timing-3,ParkPiIot Controller,too_early_too_late,"The ParkPiIot Controller sets gear Neutral out of sequence, e.g., before disengaging the clutch or brake, causing mechanical stress or loss of control.",,"{'process_model_variables': [{'name': 'Context', 'state': 'Gear Neutral command is issued before prerequisite actions like brake application or clutch disengagement, leading to unsafe vehicle states.'}]}"
UCA-ParkPiIotController-SetGearNeutral-duration-1,ParkPiIot Controller,stopped_too_soon_applied_too_long,"The ParkPiIot Controller stops applying the gear Neutral command too soon, causing the gearbox to revert to a drive gear unexpectedly.",,"{'process_model_variables': [{'name': 'Context', 'state': 'Gear Neutral command is withdrawn prematurely during parking, causing unintended vehicle movement or failure to hold position.'}]}"
UCA-ParkPiIotController-SetGearNeutral-duration-2,ParkPiIot Controller,stopped_too_soon_applied_too_long,"The ParkPiIot Controller applies the gear Neutral command for too long, preventing the vehicle from moving when required to reposition during parking.",,"{'process_model_variables': [{'name': 'Context', 'state': 'Gear Neutral remains engaged beyond the intended stop phase, causing delays or failure to complete parking maneuvers within allowed moves.'}]}"
UCA-ParkPiIotController-SetGearReverse-not_providing-1,ParkPiIot Controller,not_provided,"ParkPilot Controller unexpectedly sets the gear to Reverse during forward parking manoeuvres, causing unintended reverse movement.",,"{'process_model_variables': [{'name': 'Context', 'state': 'During the parking maneuver, the system fails to engage reverse gear when required, preventing proper parking or causing the parking process to abort.'}]}"
UCA-ParkPiIotController-SetGearReverse-providing-1,ParkPiIot Controller,provided,"The ParkPiIot Controller provides the 'Set gear Reverse' command when the vehicle is not in a valid operational design domain (ODD) or when no parking maneuver is requested, causing unintended vehicle movement.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The system activates reverse gear outside of allowed conditions, potentially causing involuntary activation or vehicle movement outside the defined driving area.'}]}"
UCA-ParkPiIotController-SetGearReverse-timing-1,ParkPiIot Controller,too_early_too_late,"The ParkPiIot Controller provides the 'Set gear Reverse' command too early or too late during the parking maneuver, causing the vehicle to move in reverse before the parking space is correctly identified or after passing the intended spot.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The gear is set to reverse before the system has confirmed a valid parking space or after the vehicle has moved past the parking space, leading to incorrect parking or collision risks.'}]}"
UCA-ParkPiIotController-SetGearReverse-duration-1,ParkPiIot Controller,stopped_too_soon_applied_too_long,"The ParkPiIot Controller keeps the 'Set gear Reverse' command active for too long, causing the vehicle to continue reversing beyond the intended parking space boundaries.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The reverse gear remains engaged longer than necessary, causing the vehicle to overshoot the parking space or collide with obstacles.'}]}"
UCA-ParkPiIotController-SetGearReverse-duration-2,ParkPiIot Controller,stopped_too_soon_applied_too_long,"The ParkPiIot Controller stops the 'Set gear Reverse' command too soon, causing the vehicle to halt prematurely before reaching the parking space.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The reverse gear is disengaged before the vehicle is properly positioned inside the parking space, resulting in improper parking or extended parking time.'}]}"
UCA-ParkPiIotController-SetSteeringAngle-not_providing-1,ParkPiIot Controller,not_provided,"The ParkPiIot Controller does not provide a steering angle command when required during the parking maneuver, causing the vehicle to continue straight and potentially violate minimum distance to objects or fail to park properly.",,"{'process_model_variables': [{'name': 'Context', 'state': 'During active parking, the controller fails to send steering commands due to sensor failure or communication loss, resulting in the vehicle not adjusting its trajectory.'}]}"
UCA-ParkPiIotController-SetSteeringAngle-not_providing-2,ParkPiIot Controller,not_provided,"The ParkPiIot Controller does not provide steering angle commands when the system is activated outside the Operational Design Domain (ODD), preventing corrective steering and causing unsafe vehicle behavior.",,"{'process_model_variables': [{'name': 'Context', 'state': {'process_model_variables': [{'name': 'Context', 'state': 'The system activates in an environment or condition not supported by the ODD, but steering commands are withheld, leading to uncontrolled vehicle movement.'}]}}]}"
UCA-ParkPiIotController-SetSteeringAngle-not_providing-3,ParkPiIot Controller,not_provided,"The ParkPiIot Controller fails to provide steering angle commands when the vehicle is attempting to park in a correctly identified parking space, causing the vehicle to not park properly within the desired space.",,"{'process_model_variables': [{'name': 'Context', 'state': 'During the final parking maneuver, the controller does not send steering commands due to a software fault, resulting in improper parking alignment.'}]}"
UCA-ParkPiIotController-SetSteeringAngle-not_providing-4,ParkPiIot Controller,not_provided,"The ParkPiIot Controller does not provide steering angle commands when the vehicle is moving while passengers are not safely seated, failing to prevent unsafe vehicle movement.",,"{'process_model_variables': [{'name': 'Context', 'state': {'process_model_variables': [{'name': 'Context', 'state': 'The system detects passengers not seated safely but does not withhold steering commands, allowing the vehicle to move.'}]}}]}"
UCA-ParkPiIotController-SetSteeringAngle-providing-1,ParkPiIot Controller,provided,"The ParkPiIot Controller provides an incorrect steering angle command that causes the vehicle to violate the minimum distance to objects, risking collision.",,"{'process_model_variables': [{'name': 'Context', 'state': 'Due to sensor misinterpretation or faulty process model, the controller commands a steering angle that directs the vehicle too close to obstacles.'}]}"
UCA-ParkPiIotController-SetSteeringAngle-providing-2,ParkPiIot Controller,provided,"The ParkPiIot Controller provides steering angle commands when the system is activated outside the ODD, causing unsafe vehicle behavior in unsupported environments.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The system erroneously activates in an unsupported environment and issues steering commands, leading to unsafe maneuvers.'}]}"
UCA-ParkPiIotController-SetSteeringAngle-providing-3,ParkPiIot Controller,provided,The ParkPiIot Controller provides steering angle commands that cause the vehicle to park in the wrong parking space or improperly within the desired space.,,"{'process_model_variables': [{'name': 'Context', 'state': 'Incorrect parking space identification or margin calculation leads to steering commands that direct the vehicle into an invalid or wrong parking space.'}]}"
UCA-ParkPiIotController-SetSteeringAngle-providing-4,ParkPiIot Controller,provided,"The ParkPiIot Controller provides steering angle commands while passengers are not safely seated, causing the vehicle to move unsafely.",,"{'process_model_variables': [{'name': 'Context', 'state': {'process_model_variables': [{'name': 'Context', 'state': 'The system fails to detect passenger seating status and issues steering commands, allowing vehicle movement with unsafe passenger conditions.'}]}}]}"
UCA-ParkPiIotController-SetSteeringAngle-timing-1,ParkPiIot Controller,too_early_too_late,"The ParkPiIot Controller provides steering angle commands too early before the parking space is correctly identified, causing the vehicle to move toward an invalid or unknown space.",,"{'process_model_variables': [{'name': 'Context', 'state': 'Due to premature processing, the controller issues steering commands before confirming valid parking space availability.'}]}"
UCA-ParkPiIotController-SetSteeringAngle-timing-2,ParkPiIot Controller,too_early_too_late,"The ParkPiIot Controller provides steering angle commands too late during the parking maneuver, causing the vehicle to overshoot or violate minimum distance to objects.",,"{'process_model_variables': [{'name': 'Context', 'state': 'Delays in sensor feedback or processing cause late steering adjustments, resulting in unsafe vehicle positioning.'}]}"
UCA-ParkPiIotController-SetSteeringAngle-timing-3,ParkPiIot Controller,too_early_too_late,"The ParkPiIot Controller provides steering angle commands out of sequence relative to other control actions (e.g., gear shifting), causing unsafe vehicle dynamics or loss of control.",,"{'process_model_variables': [{'name': 'Context', 'state': 'Steering commands are issued before the vehicle is in the correct gear or speed, leading to excessive acceleration or unsafe turning speeds.'}]}"
UCA-ParkPiIotController-SetSteeringAngle-timing-4,ParkPiIot Controller,too_early_too_late,"The ParkPiIot Controller provides steering angle commands after the driver has requested an emergency cancel, causing continued vehicle movement despite abort request.",,"{'process_model_variables': [{'name': 'Context', 'state': {'process_model_variables': [{'name': 'Context', 'state': 'The system fails to immediately halt steering commands upon emergency cancel input, leading to involuntary vehicle movement.'}]}}]}"
UCA-ParkPiIotController-SetSteeringAngle-duration-1,ParkPiIot Controller,stopped_too_soon_applied_too_long,"The ParkPiIot Controller applies a steering angle command for too long, causing the vehicle to turn excessively and violate minimum distance to objects or park improperly.",,"{'process_model_variables': [{'name': 'Context', 'state': 'A control loop fault causes the steering angle to remain fixed beyond the intended duration, resulting in unsafe vehicle positioning.'}]}"
UCA-ParkPiIotController-SetSteeringAngle-duration-2,ParkPiIot Controller,stopped_too_soon_applied_too_long,"The ParkPiIot Controller stops applying the steering angle command too soon, causing incomplete turns and improper parking within the desired space.",,"{'process_model_variables': [{'name': 'Context', 'state': 'Communication interruption or premature termination of steering commands leads to incomplete parking maneuvers.'}]}"
UCA-ParkPiIotController-SetSteeringAngle-duration-3,ParkPiIot Controller,stopped_too_soon_applied_too_long,"The ParkPiIot Controller maintains steering angle commands while the vehicle is outside the defined driving area, causing the vehicle to leave the permitted zone.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The system fails to detect boundary limits and continues steering commands beyond allowed area.'}]}"
UCA-ParkPiIotController-SetSteeringAngle-duration-4,ParkPiIot Controller,stopped_too_soon_applied_too_long,"The ParkPiIot Controller maintains steering angle commands while an emergency stop is necessary, preventing the vehicle from stopping safely.",,"{'process_model_variables': [{'name': 'Context', 'state': 'During emergency conditions, the controller continues steering commands instead of halting all vehicle movement.'}]}"
UCA-ParkPiIotController-SounderOFF-not_providing-1,ParkPiIot Controller,not_provided,"Sounder OFF control action is not provided when the vehicle is too close to an obstacle, resulting in no audible warning to the driver or environment.",,"{'process_model_variables': [{'name': 'Context', 'state': 'During parking maneuver, the vehicle approaches an obstacle closer than the minimum safe distance, but the sounder remains ON to warn of proximity; failure to send Sounder OFF when safe distance is restored leads to confusion or missed warnings.'}]}"
UCA-ParkPiIotController-SounderOFF-not_providing-2,ParkPiIot Controller,not_provided,"Sounder OFF control action is not provided after parking is completed, causing continuous sounder activation and misleading the driver about the parking status.",,"{'process_model_variables': [{'name': 'Context', 'state': 'After successful parking, the sounder should be turned OFF to indicate completion; failure to do so may cause the driver to believe the system is still active or that an error occurred.'}]}"
UCA-ParkPiIotController-SounderOFF-not_providing-3,ParkPiIot Controller,not_provided,"Sounder OFF control action is not provided when the system is deactivated outside the Operational Design Domain (ODD), causing the sounder to continue sounding unnecessarily.",,"{'process_model_variables': [{'name': 'Context', 'state': {'process_model_variables': [{'name': 'Context', 'state': 'When the system is deactivated due to leaving ODD or user cancel, the sounder should be turned OFF; failure to do so may confuse the driver or bystanders.'}]}}]}"
UCA-ParkPiIotController-SounderOFF-providing-1,ParkPiIot Controller,provided,"Sounder OFF control action is provided while the vehicle is dangerously close to an obstacle, silencing the warning sound prematurely.",,"{'process_model_variables': [{'name': 'Context', 'state': 'During parking, the vehicle approaches an obstacle within unsafe distance, but the sounder is turned OFF, removing critical audible warnings and increasing collision risk.'}]}"
UCA-ParkPiIotController-SounderOFF-providing-2,ParkPiIot Controller,provided,"Sounder OFF control action is provided while the parking maneuver is still active and requires driver or system attention, causing loss of important feedback.",,"{'process_model_variables': [{'name': 'Context', 'state': 'During active parking, the sounder is turned OFF prematurely, leading to miscommunication about system state or parking progress.'}]}"
UCA-ParkPiIotController-SounderOFF-providing-3,ParkPiIot Controller,provided,"Sounder OFF control action is provided during system activation outside ODD, causing the system to fail to alert the driver of improper activation.",,"{'process_model_variables': [{'name': 'Context', 'state': 'If the system activates outside allowed conditions, the sounder should warn the driver; turning it OFF removes this alert.'}]}"
UCA-ParkPiIotController-SounderOFF-timing-1,ParkPiIot Controller,too_early_too_late,"Sounder OFF control action is provided too early before the vehicle has safely cleared obstacles, causing premature silence of warnings.",,"{'process_model_variables': [{'name': 'Context', 'state': 'During parking, the sounder is turned OFF before the vehicle has reached a safe distance from obstacles, leading to missed warnings.'}]}"
UCA-ParkPiIotController-SounderOFF-timing-2,ParkPiIot Controller,too_early_too_late,"Sounder OFF control action is provided too late after parking is completed, causing unnecessary noise and driver confusion.",,"{'process_model_variables': [{'name': 'Context', 'state': 'After parking is finished, the sounder continues to sound longer than necessary, misleading the driver about system status.'}]}"
UCA-ParkPiIotController-SounderOFF-timing-3,ParkPiIot Controller,too_early_too_late,"Sounder OFF control action is provided out of sequence, such as before the sounder ON command during system activation, causing inconsistent or missing warnings.",,"{'process_model_variables': [{'name': 'Context', 'state': 'During system startup or activation, the sounder is turned OFF before being turned ON, resulting in no audible feedback when it is needed.'}]}"
UCA-ParkPiIotController-SounderOFF-duration-1,ParkPiIot Controller,stopped_too_soon_applied_too_long,"Sounder OFF control action is applied too soon, cutting off the warning sound before the hazard is resolved.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The sounder is turned OFF immediately after a brief obstacle detection, but the vehicle is still in unsafe proximity, removing critical warnings prematurely.'}]}"
UCA-ParkPiIotController-SounderOFF-duration-2,ParkPiIot Controller,stopped_too_soon_applied_too_long,"Sounder OFF control action is applied for too long, preventing the sounder from activating when needed later during the parking process.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The sounder remains OFF for an extended period during parking, missing subsequent obstacle warnings or system alerts.'}]}"
UCA-ParkPiIotController-SounderOFF-duration-3,ParkPiIot Controller,stopped_too_soon_applied_too_long,"Sounder OFF control action is maintained after system shutdown or emergency stop, causing confusion about system state.",,"{'process_model_variables': [{'name': 'Context', 'state': 'After emergency stop or system shutdown, the sounder remains OFF, failing to provide confirmation or alert signals to the driver or environment.'}]}"
UCA-ParkPiIotController-SounderON-not_providing-1,ParkPiIot Controller,not_provided,"Sounder ON control action is not provided when the vehicle is approaching an obstacle too closely, leading to no audible warning for the driver or environment.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The vehicle is parking and violates the minimum safe distance to objects, but the sounder does not activate to alert the driver or nearby pedestrians.'}]}"
UCA-ParkPiIotController-SounderON-not_providing-2,ParkPiIot Controller,not_provided,"Sounder ON control action is not provided during emergency stop situations, resulting in no warning sound to indicate the vehicle is stopping abruptly.",,"{'process_model_variables': [{'name': 'Context', 'state': 'An emergency stop is necessary due to obstacle detection or system fault, but the sounder remains silent, failing to warn nearby people or vehicles.'}]}"
UCA-ParkPiIotController-SounderON-not_providing-3,ParkPiIot Controller,not_provided,"Sounder ON control action is not provided when the vehicle is moving while passengers are not safely seated, missing an alert to prevent unsafe movement.",,"{'process_model_variables': [{'name': 'Context', 'state': {'process_model_variables': [{'name': 'Context', 'state': 'The vehicle attempts to move during passenger boarding or alighting without activating the sounder to warn passengers.'}]}}]}"
UCA-ParkPiIotController-SounderON-providing-1,ParkPiIot Controller,provided,"Sounder ON control action is provided continuously even when the vehicle is stationary and no obstacle is near, causing unnecessary noise and driver distraction.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The parking process is complete or inactive, but the sounder remains active, confusing the driver and reducing trust in system alerts.'}]}"
UCA-ParkPiIotController-SounderON-providing-2,ParkPiIot Controller,provided,"Sounder ON control action is provided when the system is activated outside the Operational Design Domain (ODD), causing false alarms and potential driver confusion.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The ParkPilot system is active in an unsupported environment (e.g., high speed or unsuitable terrain), and the sounder activates unnecessarily.'}]}"
UCA-ParkPiIotController-SounderON-providing-3,ParkPiIot Controller,provided,"Sounder ON control action is provided when the vehicle is parked properly and no alert is needed, leading to annoyance and potential disregard of warnings.",,"{'process_model_variables': [{'name': 'Context', 'state': 'After successful parking within the correct space, the sounder continues to sound without cause.'}]}"
UCA-ParkPiIotController-SounderON-timing-1,ParkPiIot Controller,too_early_too_late,"Sounder ON control action is provided too late after the vehicle violates minimum distance to objects, delaying warning and increasing collision risk.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The vehicle approaches an obstacle too closely but the sounder activates only after the unsafe proximity is reached.'}]}"
UCA-ParkPiIotController-SounderON-timing-2,ParkPiIot Controller,too_early_too_late,"Sounder ON control action is provided too early before the vehicle is near any obstacle, causing false alarms and driver annoyance.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The sounder activates prematurely during parking preparation or while searching for a parking space.'}]}"
UCA-ParkPiIotController-SounderON-timing-3,ParkPiIot Controller,too_early_too_late,"Sounder ON control action is provided out of sequence, for example, activating before the parking maneuver starts or after it has been aborted.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The sounder activates when the system is inactive or after the driver has cancelled the parking process.'}]}"
UCA-ParkPiIotController-SounderON-duration-1,ParkPiIot Controller,stopped_too_soon_applied_too_long,"Sounder ON control action is stopped too soon during an obstacle approach, failing to provide continuous warning until the hazard is cleared.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The vehicle is still close to an obstacle, but the sounder stops prematurely, reducing situational awareness.'}]}"
UCA-ParkPiIotController-SounderON-duration-2,ParkPiIot Controller,stopped_too_soon_applied_too_long,"Sounder ON control action is applied for too long after the parking maneuver is complete, causing unnecessary noise and driver distraction.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The vehicle has parked correctly, but the sounder continues to sound beyond the necessary time.'}]}"
UCA-ParkPiIotController-SounderON-duration-3,ParkPiIot Controller,stopped_too_soon_applied_too_long,"Sounder ON control action is applied for too long during system faults or false obstacle detections, leading to driver confusion and possible disregard of warnings.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The sounder remains active due to sensor errors or system malfunction even though no real hazard exists.'}]}"
UCA-ParkPiIotController-SounderFrequency-not_providing-1,ParkPiIot Controller,not_provided,The ParkPiIot Controller does not provide any sounder frequency signal when the vehicle is approaching an obstacle during parking.,,"{'process_model_variables': [{'name': 'Context', 'state': 'During the parking maneuver, the sounder frequency is not activated or remains silent despite the vehicle nearing obstacles or parking boundaries, leading to lack of driver or system awareness of proximity risks.'}]}"
UCA-ParkPiIotController-SounderFrequency-providing-1,ParkPiIot Controller,provided,The ParkPiIot Controller provides a continuous high-frequency sounder signal even when the vehicle is at a safe distance from obstacles or properly parked.,,"{'process_model_variables': [{'name': 'Context', 'state': 'The sounder frequency is activated unnecessarily or at inappropriate intensity, causing confusion or false alarms to the driver, potentially leading to incorrect system state interpretation or premature abort of parking.'}]}"
UCA-ParkPiIotController-SounderFrequency-timing-1,ParkPiIot Controller,too_early_too_late,"The ParkPiIot Controller provides the sounder frequency too late, only after the vehicle has already violated the minimum safe distance to an object.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The sounder frequency warning is delayed, failing to alert the driver or system in time to prevent collision or improper parking within the designated space boundaries.'}]}"
UCA-ParkPiIotController-SounderFrequency-duration-1,ParkPiIot Controller,stopped_too_soon_applied_too_long,The ParkPiIot Controller stops the sounder frequency signal too soon before the vehicle has safely cleared the obstacle or completed parking.,,"{'process_model_variables': [{'name': 'Context', 'state': 'The sounder frequency warning is prematurely stopped, leading to a false sense of safety and potential continuation of unsafe maneuvers near obstacles or outside parking boundaries.'}]}"
UCA-ParkPiIotController-SounderFrequency-duration-2,ParkPiIot Controller,stopped_too_soon_applied_too_long,The ParkPiIot Controller provides the sounder frequency signal for an excessively long duration after the parking maneuver is completed.,,"{'process_model_variables': [{'name': 'Context', 'state': 'The sounder continues to emit frequency signals unnecessarily, causing driver distraction, confusion about system state, or annoyance leading to distrust of the system.'}]}"
UCA-BrakeController-SetWantedBrakePressure-not_providing-1,Brake controller,not_provided,"Brake controller does not set the wanted brake pressure when braking is required during parking maneuver, causing the vehicle to continue moving uncontrollably.",,"{'process_model_variables': [{'name': 'Context', 'state': 'During parking, the brake controller fails to apply brake pressure when the vehicle approaches an obstacle or when an emergency stop is necessary, leading to collision or unsafe stopping locations.'}]}"
UCA-BrakeController-SetWantedBrakePressure-providing-1,Brake controller,provided,"Brake controller sets brake pressure unnecessarily or excessively, causing abrupt or unintended stops.",,"{'process_model_variables': [{'name': 'Context', 'state': 'Brake pressure is applied without user request or when the vehicle is moving safely, causing involuntary activation or harsh deceleration that may endanger passengers or block safe passenger exit.'}]}"
UCA-BrakeController-SetWantedBrakePressure-timing-1,Brake controller,too_early_too_late,"Brake controller sets brake pressure too late after detecting an obstacle or emergency condition, delaying vehicle stop.",,"{'process_model_variables': [{'name': 'Context', 'state': 'Brake pressure is applied with delay during parking or emergency stop scenarios, causing the vehicle to violate minimum safe distances or fail to stop in time.'}]}"
UCA-BrakeController-SetWantedBrakePressure-timing-2,Brake controller,too_early_too_late,"Brake controller sets brake pressure too early before the vehicle reaches the intended stopping point, causing abrupt or unnecessary deceleration.",,"{'process_model_variables': [{'name': 'Context', 'state': 'Brake pressure is applied prematurely during parking maneuvers, causing discomfort to passengers or stopping the vehicle in an unsafe or inconvenient location.'}]}"
UCA-BrakeController-SetWantedBrakePressure-timing-3,Brake controller,too_early_too_late,"Brake controller sets brake pressure out of sequence relative to other control actions (e.g., before gear is set to neutral), causing unstable vehicle behavior.",,"{'process_model_variables': [{'name': 'Context', 'state': 'Brake pressure is applied before the vehicle is properly configured for parking, leading to improper parking or unsafe vehicle dynamics.'}]}"
UCA-BrakeController-SetWantedBrakePressure-duration-1,Brake controller,stopped_too_soon_applied_too_long,"Brake controller applies brake pressure for too short a duration, causing the vehicle to roll or move unexpectedly after braking.",,"{'process_model_variables': [{'name': 'Context', 'state': 'Brake pressure is released prematurely during parking or stopping, causing the vehicle to move beyond safe boundaries or block passenger egress.'}]}"
UCA-BrakeController-SetWantedBrakePressure-duration-2,Brake controller,stopped_too_soon_applied_too_long,"Brake controller maintains brake pressure for too long after parking is complete, causing unnecessary wear or preventing vehicle movement when requested.",,"{'process_model_variables': [{'name': 'Context', 'state': 'Brake pressure remains applied after parking is finished, potentially causing the vehicle to remain immobilized in the wrong parking space or for longer than allowed.'}]}"
UCA-ChasisController-ActivateHazardLight-not_providing-1,Chasis controller,not_provided,"Hazard light is not activated when the vehicle is in a critical parking maneuver or emergency situation, leading to reduced visibility and awareness for surrounding traffic and pedestrians.",,"{'process_model_variables': [{'name': 'Context', 'state': ""The vehicle is performing an autonomous parking maneuver or emergency stop, but the chassis controller fails to activate the hazard lights, causing other road users to be unaware of the vehicle's state.""}]}"
